,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
100,Russia,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015,20.2,18.584,15.056,11.988,11.741,10.915,8.996,11.869,13.282,8.797,8.777,6.101,6.576,6.45,11.362,12.908,5.375,2.523,4.269,3.046,3.793,2.887,2019.0
101,Russia,Unemployment rate,Percent of total labor force,,Source: Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Russian ruble Data last updated: 04/2020,10.558,8.942,8.042,8.233,7.733,7.15,7.05,6.025,6.233,8.242,7.358,6.508,5.45,5.5,5.158,5.575,5.525,5.2,4.8,4.6,4.931,4.81,2019.0
102,Russia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Fiscal assumptions: Projections for 2019?25 are based on the new oil price rule, with adjustments by IMF staff. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash is reported on a high frequency basis, accrual is reported on an annual basis with a significant lag. General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable",3.105,2.989,0.672,1.349,4.572,7.592,7.798,5.582,4.547,-5.885,-3.192,1.431,0.383,-1.162,-1.07,-3.386,-3.67,-1.469,2.91,1.934,-4.841,-3.009,2019.0
103,Russia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",16.301,9.751,7.417,7.18,9.241,10.307,8.698,5.182,5.836,3.855,4.125,4.752,3.257,1.459,2.795,4.996,1.92,2.059,6.832,3.822,0.702,0.583,2019.0
104,Serbia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.392,4.187,-3.016,7.474,2019.0
105,Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",46.247,49.621,53.992,57.423,64.304,73.04,79.094,86.449,93.114,91.261,93,96.876,98.061,102.667,102.905,105.824,110.491,114.879,122.846,130.222,127.096,139.258,2019.0
106,Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",8.104,5.173,7.164,4.687,9.301,10.486,5.522,6.872,6.106,-2.341,1.137,2.811,-0.199,3.394,-1.11,2.299,3.883,2.594,4.964,4.469,-2.627,7.906,2019.0
107,Serbia,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Frequency of source data: Monthly Base year: 2006. For the period, 2010-2014 cost structure weights are taken from the comprehensive results of the survey ?Structures of operational income and expenditures of legal entities and unincorporated enterprises?. For the years 2015 and onwards weights have been updated with new results obtained through the ad hoc SBS survey.",70,80.744,8.868,2.901,10.602,16.253,10.732,6.002,12.411,8.117,6.143,11.137,7.33,7.694,2.082,1.392,1.122,3.131,1.96,1.85,1.437,1.938,2019.0
108,Serbia,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Frequency of source data: Monthly Base year: 2006. For the period, 2010-2014 cost structure weights are taken from the comprehensive results of the survey ?Structures of operational income and expenditures of legal entities and unincorporated enterprises?. For the years 2015 and onwards weights have been updated with new results obtained through the ad hoc SBS survey.",111.959,26.258,2.508,4.107,14.202,15.839,5.718,11.025,8.584,6.601,10.245,7.004,12.184,2.195,1.752,1.556,1.532,3.017,1.987,1.85,1.55,2,2019.0
109,Serbia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Notes: The Labor Force Survey is conducted every quarter since Q1 2014. Employment type: Harmonized ILO definition. The methodology is harmonized with ILO and Eurostat. Primary domestic currency: Serbian dinar Data last updated: 04/2020,12.1,12.2,14.47,16,19.53,21.83,21.56,18.8,14.4,16.9,20,23.6,24.6,23,19.894,18.231,15.917,14.051,13.273,10.909,13.408,12.973,2019.0
110,Serbia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Ministry of Finance Latest actual data: 2019 Notes: Gross debt also includes accounts payable > 60 days and net debt only includes currency and deposits as government assets. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. Combination of GFSM1986 and GFSM2001 Basis of recording: Cash General government includes: Central Government; State Government; Local Government; Social Security Funds; Other;. General government covers the following entities: Central government ? Republican Budget, comprising direct budget users (covering the three branches of government, President?s office, ministries, parliament, judiciary, other budget agencies); Mandatory social insurance funds ? Pension Insurance Fund, Health Insurance Fund, Unemployment Fund and Military Health Fund; Extrabudgetary funds ? PE Roads of Serbia and Koridori Ltd; Indirect budget users of the Republic; Subnational governments (Autonomous province of Vojvodina; Local government ? Cities and Municipalities; Indirect budget users of local governments). Excluded from the data coverage are some indirect budget users of the Republican budget and Local government. Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Insurance Technical Reserves; Financial Derivatives; Monetary Gold and SDRs; Other;. Recorded on a gross basis.",-0.166,0.36,-2.59,-2.656,0.066,1.045,-0.928,-0.834,-1.788,-3.433,-3.485,-3.905,-6.36,-4.993,-5.853,-3.382,-1.121,1.372,0.812,-0.005,-7.031,-0.302,2019.0
111,Serbia,Current account balance,Percent of GDP,,"Source: Central Bank. National Bank of Serbia Latest actual data: 2019. Preliminary. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). NBS introduced BPM6 in April 2014.",-1.913,2.054,-3.932,-7.196,-13.182,-8.009,-9.079,-16.035,-19.866,-5.89,-6.008,-8.107,-10.795,-5.741,-5.593,-3.455,-2.927,-5.237,-4.845,-6.883,-6.137,-5.481,2019.0
112,Turkey,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",6.64,-5.962,6.43,5.608,9.644,9.01,7.11,5.03,0.845,-4.704,8.487,11.113,4.79,8.491,5.167,6.086,3.184,7.471,2.827,0.937,-4.998,5.003,2019.0
113,Turkey,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",682.914,656.281,709.532,763.239,859.377,965.985,"1,065.98","1,149.68","1,181.94","1,134.93","1,245.60","1,412.94","1,509.02","1,665.88","1,784.37","1,912.68","1,994.01","2,183.34","2,299.75","2,361.78","2,257.99","2,417.19",2019.0
114,Turkey,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",5.138,-7.215,5.15,4.374,8.318,7.664,5.774,3.757,-0.468,-6.076,6.777,9.625,3.539,7.018,3.775,4.678,1.795,6.146,1.331,-0.46,-6.148,3.759,2019.0
115,Turkey,"Inflation, average consumer prices",Percent change,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2003,55.035,54.246,45.134,25.337,8.599,8.179,9.597,8.756,10.444,6.251,8.566,6.472,8.892,7.493,8.855,7.671,7.775,11.144,16.332,15.177,12,12,2019.0
116,Turkey,"Inflation, end of period consumer prices",Percent change,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2003,38.998,68.489,29.705,18.403,9.353,7.717,9.653,8.387,10.064,6.526,6.401,10.448,6.164,7.4,8.17,8.808,8.533,11.92,20.302,11.836,12,12,2019.0
117,Turkey,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2018 Employment type: National definition Primary domestic currency: Turkish lira Data last updated: 04/2020,5.997,7.804,9.764,9.925,9.688,9.488,9.034,9.183,10.02,13.053,11.127,9.096,8.432,9.041,9.915,10.279,10.907,10.904,10.955,13.709,17.2,15.567,2018.0
118,Turkey,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The basis for the projections in the WEO and Fiscal Monitor is the IMF-defined fiscal balance, which excludes some revenue and expenditure items that are included in the authorities? headline balance. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other;. Other includes Extra-Budgetary Funds, Revolving Funds and Unemployment Fund Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-8.411,-11.756,-11.426,-7.639,-4.163,-0.756,-0.691,-1.942,-2.661,-5.881,-3.424,-0.687,-1.831,-1.469,-1.43,-1.265,-2.354,-2.199,-3.666,-5.261,-7.476,-6.714,2019.0
119,Turkey,Current account balance,Percent of GDP,,"Source: Central Bank. Data from Central Bank of the Republic of Turkey Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-3.633,1.877,-0.263,-2.422,-3.507,-4.186,-5.659,-5.474,-5.156,-1.762,-5.777,-8.937,-5.489,-5.878,-4.159,-3.178,-3.11,-4.76,-2.69,1.066,0.386,-0.182,2019.0
120,Ukraine,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",5.932,5.209,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.277,3.173,-7.731,3.565,2018.0
121,Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",194.234,208.833,223.38,249.143,286.041,304.093,337.107,374.549,390.234,333.834,351.571,378.532,386.713,393.393,374.419,341.344,353.297,369.038,390.415,409.825,380.545,401.794,2018.0
122,Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",6.914,6.13,6.22,10.379,12.611,3.875,8.256,8.84,2.709,-14.765,4.521,5.802,0.417,0.253,-1.119,-9.415,2.866,3.006,3.85,3.74,-7.36,3.981,2018.0
123,Ukraine,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2019. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Frequency of source data: Monthly Base year: 1991",28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,4.521,7.181,2019.0
124,Ukraine,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2019. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Frequency of source data: Monthly Base year: 1991",25.816,6.122,-0.569,8.243,12.309,10.347,11.625,16.59,22.311,12.31,9.096,4.56,-0.202,0.496,24.87,43.313,12.361,13.669,9.777,4.054,7.676,5.894,2019.0
125,Ukraine,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, the State Statistics Committee of Ukraine Latest actual data: 2018. Starting in 2014, data excludes Crimea and Sevastopol.  Data officially published for 2013 have been recalculated by the IMF staff to exclude Crimea and Sevastopol to ensure a comparable base going forward. Employment type: National definition Primary domestic currency: Ukrainian hryvnia Data last updated: 04/2020",11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9,8.531,10.053,9.318,2018.0
126,Ukraine,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2018. Starting in 2014, data excludes Crimea and Sevastopol. Fiscal assumptions: Projections based on IMF staff estimates. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. GFSM 1986 manual is used, certain expenditure data is already in line with the GFSM2001 on cash basis. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-3.186,-3.031,-1.841,-0.893,-4.415,-2.277,-1.365,-1.967,-3.139,-6.272,-5.772,-2.762,-4.307,-4.784,-4.46,-1.16,-2.229,-2.191,-2.151,-2.045,-8.207,-5.25,2018.0
127,Ukraine,Current account balance,Percent of GDP,,"Source: Central Bank. Formally, the National Bank of Ukraine. Starting in 2014Q2, data excludes Crimea and Sevastopol. Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Data is based on BPM6 data.",4.581,3.703,7.494,5.771,10.67,2.943,-1.5,-3.68,-7.039,-1.479,-2.219,-6.279,-8.147,-9.199,-3.916,1.729,-1.494,-2.181,-3.274,-0.693,-2.015,-2.364,2018.0
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"International Monetary Fund, World Economic Outlook Database, April 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Denmark,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980",3.749,0.823,0.467,0.388,2.668,2.342,3.912,0.908,-0.511,-4.905,1.868,1.336,0.229,0.935,1.616,2.343,3.248,2.037,2.389,2.367,-6.5,6,2019.0
1,Denmark,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980",174.682,179.982,183.684,187.821,198.024,208.973,223.719,231.814,235.115,225.287,232.168,240.186,245.353,251.992,260.803,269.693,281.334,292.47,306.755,319.491,300.621,324.872,2019.0
2,Denmark,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980",3.429,0.461,0.109,0.106,2.399,2.081,3.604,0.544,-1.032,-5.521,1.439,0.865,-0.128,0.537,1.172,1.756,2.388,1.3,1.815,1.928,-7.04,5.38,2019.0
3,Denmark,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.751,2.269,2.397,1.961,0.937,1.726,1.844,1.657,3.638,1.042,2.198,2.656,2.354,0.522,0.352,0.226,0.017,1.058,0.709,0.729,0.7,1.2,2019.0
4,Denmark,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.35,2.041,2.625,1.218,0.963,2.265,1.632,2.523,2.461,1.201,2.805,2.413,1.742,0.504,0,0.301,0.3,0.797,0.791,0.784,0.7,1.2,2019.0
5,Denmark,Unemployment rate,Percent of total labor force,,Source: Eurostat Latest actual data: 2019 Employment type: National definition Primary domestic currency: Danish krone Data last updated: 04/2020,4.317,4.508,4.642,5.433,5.517,4.8,3.9,3.775,3.717,6.392,7.742,7.75,7.8,7.383,6.867,6.283,6.017,5.817,5.083,5.033,6.5,6.025,2019.0
6,Denmark,General government net lending/borrowing,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Estimates for 2019 are aligned with the latest official budget numbers, adjusted where appropriate for the IMF staff?s macroeconomic assumptions. For 2020, the projections incorporate key features of the medium-term fiscal plan as embodied in the authorities? latest budget. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Subtracted items include Currency and Deposits, Securities Other than Shares, Loans and Other Financial Assets.",1.887,1.141,-0.015,-0.133,2.073,4.955,4.987,5.02,3.174,-2.798,-2.71,-2.056,-3.49,-1.236,1.144,-1.33,-0.106,1.52,0.477,2.496,-7.036,-0.254,2019.0
7,Denmark,Current account balance,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",1.989,3.646,3,3.931,4.045,4.192,3.325,1.447,2.917,3.465,6.563,6.586,6.282,7.759,8.924,8.245,7.774,7.755,7.029,7.86,4.813,5.282,2019.0
8,Iceland,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990",4.892,3.899,0.681,2.268,8.042,6.33,5.249,9.365,1.992,-6.777,-3.436,1.882,1.296,4.134,2.083,4.749,6.627,4.546,3.814,1.919,-7.206,6.048,2018.0
9,Iceland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990",7.914,8.403,8.594,8.952,9.932,10.89,11.808,13.261,13.788,12.952,12.653,13.16,13.586,14.396,14.968,15.842,17.067,18.179,19.332,20.046,18.72,20.239,2018.0
10,Iceland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990",3.637,2.318,-0.448,1.596,7.262,5.241,3.033,6.599,-0.526,-7.918,-2.907,1.619,0.94,3.396,0.887,3.657,5.528,2.748,0.805,-0.52,-8.939,4.35,2018.0
11,Iceland,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. Base period is 2008M1.,5.12,6.396,5.177,2.062,3.152,4,6.674,5.066,12.678,12.003,5.397,4,5.187,3.872,2.044,1.634,1.696,1.761,2.684,3.013,2.28,2.5,2018.0
12,Iceland,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. Base period is 2008M1.,4.148,8.65,1.955,2.763,3.916,4.135,6.965,5.865,18.133,7.488,2.477,5.251,4.206,4.134,0.829,2.012,1.894,1.872,3.738,2.033,2.6,2.5,2018.0
13,Iceland,Unemployment rate,Percent of total labor force,,"Source: Labor Directorate Latest actual data: 2018 Notes: LHEM series is from the OECD, hourly earnings in the manufacturing sector Employment type: Other Primary domestic currency: Icelandic króna Data last updated: 04/2020",2.178,2.335,3.076,3.358,3.05,2.583,2.875,2.292,2.983,7.233,7.558,7.05,6.025,5.392,4.958,3.992,3.008,2.825,2.742,3.55,8,7,2018.0
14,Iceland,General government net lending/borrowing,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2018 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is calculated as gross debt minus assets in the form of currency and deposits.",1.223,-0.967,-2.769,-3.098,-0.323,4.446,5.806,4.867,-12.85,-9.476,-9.455,-5.407,-3.609,-1.776,-0.072,-0.792,12.429,0.584,0.818,-0.995,-6.718,-3.99,2018.0
15,Iceland,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-10.232,-4.286,1.132,-4.897,-9.75,-15.772,-23.062,-13.839,-22.288,-9.425,-6.394,-5.1,-3.819,5.769,3.927,5.144,7.557,3.765,3.073,5.816,2.131,3.409,2018.0
16,Norway,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: Nominally ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: Yes, from 1980",3.205,2.075,1.446,0.91,3.969,2.625,2.4,2.994,0.476,-1.727,0.702,0.981,2.703,1.034,1.969,1.967,1.072,2.323,1.29,1.151,-6.269,2.949,2018.0
17,Norway,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: Nominally ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: Yes, from 1980",209.771,218.819,225.496,231.773,247.461,261.868,276.267,292.183,299.285,296.359,301.916,311.248,325.793,334.937,347.854,358.39,365.981,381.536,395.872,407.412,384.298,403.344,2018.0
18,Norway,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2018 National accounts manual used: Nominally ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: Yes, from 1980",2.575,1.655,0.824,0.345,3.375,1.903,1.522,1.909,-0.896,-2.856,-0.641,-0.336,1.376,-0.119,0.78,1.008,0.172,1.586,0.649,0.531,-6.828,2.335,2018.0
19,Norway,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,3.086,3.004,1.287,2.488,0.454,1.532,2.329,0.713,3.754,2.197,2.419,1.285,0.697,2.12,2.042,2.171,3.55,1.875,2.765,2.168,2.4,2.2,2019.0
20,Norway,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,2.969,2.097,2.696,0.625,1.118,1.843,2.171,2.834,2.181,2.022,2.753,0.107,1.392,2.006,2.07,2.333,3.469,1.628,3.487,1.366,2.4,2.2,2019.0
21,Norway,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Norwegian krone Data last updated: 04/2020,3.426,3.546,3.889,4.494,4.471,4.616,3.444,2.539,2.747,3.266,3.794,3.364,3.294,3.773,3.617,4.531,4.74,4.216,3.854,3.728,13,7,2018.0
22,Norway,General government net lending/borrowing,Percent of GDP,,"Source: National Statistical Office and Ministry of Finance Latest actual data: 2019 Fiscal assumptions: The fiscal projections are based on the 2020 budget. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Current market value Instruments included in gross and net debt: Securities Other than Shares;. Treasury bills with maturity of up to one year, and bonds with maturity of up to 10 years. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable.",15.065,13.208,9.041,7.212,10.856,14.764,17.938,17.095,18.633,10.239,10.923,13.348,13.763,10.668,8.623,6.022,4.056,4.999,7.339,7.919,0.784,3.682,2019.0
23,Norway,Current account balance,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",14.528,15.603,12.143,11.848,12.266,16.024,16.124,12,15.421,10.571,10.842,12.375,12.602,10.317,10.845,8.034,4.453,4.615,7.145,3.96,-1.314,0.089,2018.0
24,Sweden,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. In June 2010, the authorities performed a major revision of historical time series data 1993-2009 which involved the introduction of new methods, improved source data and a further adjustment to recommendations from the European Union Latest actual data: 2019 National accounts manual used: ESA2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: Yes, from 1993",4.875,1.468,2.196,2.245,4.326,2.896,4.602,3.431,-0.242,-4.236,6.189,3.052,-0.631,1.088,2.747,4.421,2.413,2.412,2.225,1.232,-6.788,5.168,2019.0
